,customer_id
29009,18202017
29010,18211566
29011,18232797
29012,18238000
29013,18270019
29014,18293330
29015,18298389
29016,18305264
29017,18347441
29018,18363538
29019,18374777
29020,18408259
29021,18440921
29022,18447941
29023,18463511
29024,18476709
29025,18482584
29026,18497646
29027,18503542
29028,18561759
29029,18574110
29030,18587845
29031,18624875
29032,18639526
29033,18768987
29034,18891657
29035,18905210
29036,18955205
29037,18962096
29038,18982970
29039,19014124
29040,19019578
29041,19034901
29042,19068172
29043,19071766
29044,19081231
29045,19085394
29046,19102524
29047,19111246
29048,19114712
29049,19119087
29050,19130813
29051,19168005
29052,19168548
29053,19201670
29054,19209890
29055,19218266
29056,19222224
29057,19267389
29058,19286623
29059,19291361
29060,19301825
29061,19345204
29062,19347052
29063,19356232
29064,19391707
29065,19406127
29066,19407773
29067,19412529
29068,19433929
29069,19473889
29070,19503300
29071,19504200
29072,19505685
29073,19506658
29074,19514458
29075,19544759
29076,19550189
29077,19565213
29078,19574867
29079,19589992
29080,19621638
29081,19742866
29082,19751763
29083,19777497
29084,19778416
29085,19783707
29086,19787140
29087,19814662
29088,19844683
29089,19853145
29090,19920976
29091,19923655
29092,19994858
29093,20012305
29094,20026838
29095,20028405
29096,20090172
29097,20098045
29098,20105708
29099,20162716
29100,20170729
29101,20171376
29102,20191705
29103,20205212
29104,20210327
29105,20214243
29106,20218186
29107,20240125
29108,20271150
29109,20274306
29110,20288953
29111,20297421
29112,20354528
29113,20359560
29114,20377662
29115,20394741
29116,20400194
29117,20534375
29118,20560053
29119,20560683
29120,20619226
29121,20690649
29122,20696954
29123,20791438
29124,20822989
29125,20855431
29126,20904118
29127,2227
29128,2668
29129,2726
29130,3963
29131,8773
29132,9393
29133,11975
29134,17720
29135,24326
29136,30709
29137,33523
29138,35102
29139,35271
29140,39668
29141,45499
29142,49952
29143,52873
29144,55938
29145,58353
29146,67961
29147,71974
29148,78948
29149,82304
29150,84877
29151,87331
29152,98075
29153,102848
29154,106640
29155,109301
29156,109935
29157,112443
29158,112466
29159,119025
29160,122666
29161,123775
29162,133291
29163,141420
29164,147845
29165,148922
29166,153793
29167,163148
29168,164932
29169,172505
29170,174059
29171,175876
29172,177768
29173,180109
29174,189080
29175,193685
29176,193714
29177,197177
29178,207599
29179,220517
29180,228065
29181,241496
29182,252284
29183,253634
29184,263099
29185,268817
29186,276433
29187,283844
29188,286410
29189,287507
29190,295237
29191,299130
29192,303483
29193,321231
29194,323144
29195,335941
29196,352761
29197,363272
29198,365734
29199,369348
29200,380941
29201,384697
29202,398889
29203,402998
29204,407546
29205,428599
29206,449519
29207,451087
29208,460018
29209,479295
29210,482585
29211,483979
29212,494248
29213,494962
29214,499323
29215,502015
29216,506139
29217,512308
29218,536805
29219,542435
29220,553878
29221,558163
29222,565442
29223,566507
29224,570933
29225,573336
29226,577001
29227,583098
29228,585831
29229,586599
29230,590199
29231,612734
29232,617351
29233,636262
29234,638435
29235,651166
29236,679985
29237,684890
29238,698902
29239,703196
29240,713097
29241,719085
29242,722749
29243,723211
29244,729222
29245,729534
29246,732135
29247,745015
29248,747171
29249,753199
29250,756226
29251,757937
29252,779293
29253,781550
29254,784143
29255,785776
29256,787350
29257,789900
29258,793341
29259,798293
29260,816575
29261,827156
29262,861781
29263,864909
29264,872802
29265,893166
29266,903368
29267,921301
29268,921320
29269,947677
29270,955404
29271,961582
29272,973380
29273,984854
29274,993507
29275,995102
29276,1026582
29277,1038726
29278,1041769
29279,1041959
29280,1047618
29281,1061181
29282,1076070
29283,1076103
29284,1102147
29285,1129137
29286,1151223
29287,1166354
29288,1181410
29289,1190721
29290,1192989
29291,1204356
29292,1218274
29293,1224007
29294,1227273
29295,1259812
29296,1279918
29297,1299736
29298,1306563
29299,1308135
29300,1324182
29301,1328517
29302,1352882
29303,1352967
29304,1355718
29305,1361838
29306,1370119
29307,1371450
29308,1387192
29309,1408516
29310,1412507
29311,1420535
29312,1420755
29313,1422779
29314,1423935
29315,1426478
29316,1451335
29317,1460556
29318,1485388
29319,1487987
29320,1501388
29321,1533762
29322,1541378
29323,1564514
29324,1605196
29325,1608685
29326,1613031
29327,1639188
29328,1640334
29329,1649476
29330,1695934
29331,1700644
29332,1720473
29333,1738993
29334,1739257
29335,1756924
29336,1760201
29337,1763647
29338,1768686
29339,1786667
29340,1787108
29341,1788680
29342,1791356
29343,1808028
29344,1838732
29345,1851491
29346,1859483
29347,1900010
29348,1901069
29349,1917363
29350,1923988
29351,1971056
29352,1977187
29353,1986460
29354,1993642
29355,1999585
29356,2020241
29357,2031098
29358,2059388
29359,2072145
29360,2079263
29361,2091702
29362,2094302
29363,2112858
29364,2124548
29365,2126317
29366,2141504
29367,2167726
29368,2172545
29369,2180468
29370,2220296
29371,2220633
29372,2223090
29373,5103603
29374,5106336
29375,5146624
29376,5151078
29377,5165905
29378,5183708
29379,5230513
29380,5236675
29381,5238481
29382,5249280
29383,5282557
29384,5286576
29385,5326832
29386,5340681
29387,5342164
29388,5348768
29389,5362202
29390,5365040
29391,5368081
29392,5388217
29393,5395848
29394,5404932
29395,5415297
29396,5423213
29397,5430778
29398,5431877
29399,5434138
29400,5462107
29401,5473850
29402,5517810
29403,5528059
29404,5552558
29405,5607713
29406,5617968
29407,5637115
29408,5658443
29409,5677057
29410,5677190
29411,5690555
29412,5703431
29413,5717470
29414,5741991
29415,5750538
29416,5752520
29417,5775238
29418,5784530
29419,5792450
29420,5803176
29421,5840543
29422,5851611
29423,5852361
29424,5882393
29425,5908970
29426,5917477
29427,5923053
29428,5928425
29429,5935898
29430,5950139
29431,5965462
29432,5974014
29433,5987583
29434,6002586
29435,6008206
29436,6018082
29437,6048854
29438,6057496
29439,6060386
29440,6068103
29441,6084758
29442,6105318
29443,6108045
29444,6119327
29445,6169024
29446,6185016
29447,6199149
29448,6224462
29449,6252549
29450,6269068
29451,6278846
29452,6283888
29453,6287503
29454,6288635
29455,6290727
29456,6306642
29457,6339074
29458,6343079
29459,6380339
29460,6398333
29461,6416698
29462,6420861
29463,6421499
29464,6422493
29465,6426060
29466,6461381
29467,6464184
29468,6473169
29469,6482837
29470,6482851
29471,6483905
29472,6485513
29473,6507899
29474,6522102
29475,6539257
29476,6545723
29477,6552884
29478,6577617
29479,6578125
29480,6645387
29481,6657578
29482,6668926
29483,6707232
29484,6726083
29485,6733485
29486,6744292
29487,6753266
29488,6756365
29489,6770490
29490,6770713
29491,6771512
29492,6773798
29493,6792290
29494,6841084
29495,6856040
29496,6858755
29497,6896166
29498,6913984
29499,6914668
29500,6916873
29501,6921099
29502,6925598
29503,6962426
29504,6978776
29505,6984185
29506,6996753
29507,6998974
29508,7037722
29509,7070248
29510,7076990
29511,7085744
29512,7125633
29513,7137625
29514,7150727
29515,7153837
29516,7153884
29517,7164559
29518,7196620
29519,7231158
29520,7231177
29521,7234862
29522,7246379
29523,7254789
29524,7256735
29525,7261495
29526,7264403
29527,7298784
29528,7301652
29529,7308013
29530,7319383
29531,7321752
29532,7339516
29533,7341893
29534,7372153
29535,7376545
29536,7395023
29537,7402983
29538,7411857
29539,7447757
29540,7448355
29541,7449958
29542,7476273
29543,7477740
29544,7480250
29545,7500914
29546,7519445
29547,7537362
29548,7548310
29549,7554766
29550,7571450
29551,7572736
29552,7621146
29553,7624603
29554,7645934
29555,7667085
29556,7671661
29557,7705770
29558,7717201
29559,7721136
29560,7722749
29561,7726079
29562,7727604
29563,7744149
29564,7757954
29565,7758476
29566,7775452
29567,7787719
29568,7812175
29569,7818009
29570,7822583
29571,7828695
29572,7868746
29573,7874141
29574,7886327
29575,7892842
29576,7901975
29577,7906821
29578,7910655
29579,7921144
29580,7933851
29581,7947603
29582,7965013
29583,7980634
29584,7988121
29585,7995531
29586,8008945
29587,8010193
29588,8030467
29589,8045440
29590,8066651
29591,8087733
29592,8096309
29593,8112273
29594,8116769
29595,8123681
29596,8128538
29597,8132364
29598,8133949
29599,8160241
29600,8168807
29601,8191727
29602,8198250
29603,8201018
29604,8206927
29605,8233926
29606,8249898
29607,8317226
29608,8321125
29609,8326342
29610,8329440
29611,8349682
29612,8379083
29613,8383397
29614,8403889
29615,8462360
29616,8486581
29617,8492990
29618,8506692
29619,8511060
29620,8558462
29621,8566815
29622,8614023
29623,8618283
29624,8643711
29625,8644968
29626,8656397
29627,8657286
29628,8670749
29629,8679406
29630,8691595
29631,8692173
29632,8694365
29633,8713336
29634,8746023
29635,8760800
29636,8767131
29637,8795047
29638,8814930
29639,8839262
29640,8839721
29641,8844490
29642,8844706
29643,8867338
29644,8869120
29645,8885321
29646,8888860
29647,8898107
29648,8929464
29649,8953167
29650,8955242
29651,8977683
29652,8987566
29653,8992863
29654,9073378
29655,9076689
29656,9107370
29657,9129923
29658,9376314
29659,9605060
29660,9627920
29661,9636242
29662,9640695
29663,9651756
29664,9663884
29665,9664320
29666,9669082
29667,9672544
29668,9673965
29669,9728972
29670,9759186
29671,9769269
29672,9827615
29673,9844980
29674,9879503
29675,9914448
29676,9932578
29677,9960363
29678,10003097
29679,10016521
29680,10057953
29681,10075313
29682,10097689
29683,10181317
29684,10215470
29685,10234384
29686,10275058
29687,10284417
29688,10291763
29689,10319188
29690,10323398
29691,10405800
29692,10421401
29693,10434201
29694,10477651
29695,10516531
29696,10524242
29697,10535948
29698,10565211
29699,10565545
29700,10587381
29701,10595860
29702,10611268
29703,10620640
29704,10622237
29705,10625946
29706,10626332
29707,10642184
29708,10651038
29709,10663312
29710,10732079
29711,10761901
29712,10769142
29713,10769764
29714,10803052
29715,10836318
29716,10908816
29717,10918182
29718,10959055
29719,10981574
29720,10993414
29721,11036569
29722,11037794
29723,11065140
29724,11175522
29725,11180232
29726,11208640
29727,11215624
29728,11235363
29729,11273651
29730,11314307
29731,11315322
29732,11345636
29733,11350224
29734,11357395
29735,11376863
29736,11401020
29737,11423626
29738,11433021
29739,11452936
29740,11475760
29741,11499903
29742,11500243
29743,11511756
29744,11545973
29745,11570346
29746,11588713
29747,11600789
29748,11625786
29749,11633106
29750,11651119
29751,11668119
29752,11694007
29753,11702657
29754,11724876
29755,11728735
29756,11731008
29757,11746505
29758,11796169
29759,11836239
29760,11838349
29761,11839548
29762,11843813
29763,11846205
29764,11861383
29765,11861656
29766,11864528
29767,11873417
29768,11894730
29769,11900828
29770,11940897
29771,11958353
29772,11959438
29773,11979276
29774,11990923
29775,12066764
29776,12138496
29777,12153983
29778,12181032
29779,12182643
29780,12200888
29781,12213176
29782,12226204
29783,12260130
29784,12277838
29785,12298275
29786,12382822
29787,12402674
29788,12404041
29789,12416269
29790,12437094
29791,12458422
29792,12473614
29793,12510808
29794,12541708
29795,12573359
29796,12573955
29797,12574575
29798,12595348
29799,12647586
29800,12660430
29801,12677855
29802,12691741
29803,12695250
29804,12696778
29805,12735475
29806,12737595
29807,12753218
29808,12797011
29809,12798255
29810,12823736
29811,12829411
29812,12838909
29813,12842656
29814,12857965
29815,12858476
29816,12864738
29817,12866710
29818,12916313
29819,12928536
29820,12930124
29821,12966179
29822,13025266
29823,13042037
29824,13083523
29825,13084679
29826,13118911
29827,13140169
29828,13165069
29829,13181476
29830,13255287
29831,13256514
29832,13313808
29833,13320132
29834,13327848
29835,13362477
29836,13363725
29837,13420156
29838,13457544
29839,13485198
29840,13503458
29841,13507352
29842,13513675
29843,13527088
29844,13532674
29845,13558580
29846,13563739
29847,13566030
29848,13623818
29849,13651603
29850,13651995
29851,13717738
29852,13757997
29853,13810938
29854,13814038
29855,13860625
29856,13884702
29857,13898089
29858,13939144
29859,13969285
29860,13973400
29861,14034546
29862,14035405
29863,14040549
29864,14043954
29865,14051072
29866,14058969
29867,14087091
29868,14093847
29869,14106000
29870,14164335
29871,14215485
29872,14241858
29873,14332208
29874,14345526
29875,14387445
29876,14398016
29877,14398906
29878,14427419
29879,14476076
29880,14513397
29881,14530133
29882,14570134
29883,14636613
29884,14667937
29885,14703876
29886,14714606
29887,14734871
29888,14738720
29889,14738749
29890,14779779
29891,14791405
29892,14854645
29893,14858341
29894,14949457
29895,14984939
29896,14989642
29897,14991806
29898,14995542
29899,15004641
29900,15053047
29901,15071612
29902,15080838
29903,15095068
29904,15102608
29905,15122240
29906,15146250
29907,15164192
29908,15167247
29909,15188011
29910,15215156
29911,15234938
29912,15288221
29913,15294721
29914,15300695
29915,15313995
29916,15341050
29917,15368919
29918,15391845
29919,15417127
29920,15493224
29921,15550440
29922,15586695
29923,15588303
29924,15642479
29925,15660416
29926,15663289
29927,15670612
29928,15672392
29929,15708707
29930,15719479
29931,15737946
29932,15819810
29933,15828851
29934,15899923
29935,15969030
29936,15969660
29937,15988750
29938,15991447
29939,16003469
29940,16076553
29941,16078753
29942,16142169
29943,16145096
29944,16170482
29945,16187065
29946,16187811
29947,16194888
29948,16200321
29949,16269102
29950,16282034
29951,16329047
29952,16342205
29953,16380352
29954,16398898
29955,16406868
29956,16426034
29957,16468651
29958,16477865
29959,16505361
29960,16508264
29961,16561591
29962,16567504
29963,16572889
29964,16592168
29965,16635318
29966,16641201
29967,16663625
29968,16752218
29969,16807919
29970,16871107
29971,16886511
29972,16922345
29973,16935226
29974,16955209
29975,16972012
29976,16977554
29977,17021459
29978,17025490
29979,17037319
29980,17049790
29981,17060851
29982,17096981
29983,17102905
29984,17117750
29985,17120225
29986,17168196
29987,17175377
29988,17177987
29989,17181905
29990,17197677
29991,17199786
29992,17241091
29993,17252306
29994,17294818
29995,17297943
29996,17305031
29997,17311676
29998,17326877
29999,17335283
30000,17385018
30001,17423380
30002,17423413
30003,17437244
30004,17439002
30005,17454906
30006,17458948
30007,17475983
30008,17585706
30009,17586452
30010,17586730
30011,17589467
30012,17610785
30013,17650368
30014,17656490
30015,17657579
30016,17674476
30017,17696052
30018,17708348
30019,17721692
30020,17731736
30021,17752989
30022,17765984
30023,17766928
30024,17772156
30025,17786636
30026,17796962
30027,17798526
30028,17826659
30029,17837624
30030,17855787
30031,17860368
30032,17895938
30033,17903357
30034,17928909
30035,18024283
30036,18040318
30037,18041085
30038,18048442
30039,18052474
30040,18057369
30041,18057985
30042,18066870
30043,18086801
30044,18090637
30045,18111501
30046,18112045
30047,18141006
30048,18148166
30049,18157101
30050,18207610
30051,18247904
30052,18250986
30053,18271887
30054,18280712
30055,18281912
30056,18285577
30057,18287772
30058,18296884
30059,18332280
30060,18338339
30061,18357814
30062,18387671
30063,18391000
30064,18449500
30065,18519558
30066,18565343
30067,18572615
30068,18577488
30069,18594190
30070,18635028
30071,18643806
30072,18652142
30073,18654665
30074,18722669
30075,18740004
30076,18818841
30077,18830029
30078,18884689
30079,18921165
30080,18927569
30081,18928114
30082,18969460
30083,18977513
30084,19007894
30085,19018067
30086,19025472
30087,19025620
30088,19048450
30089,19048483
30090,19055133
30091,19069659
30092,19096823
30093,19107712
30094,19119277
30095,19127110
30096,19157417
30097,19169343
30098,19216323
30099,19223733
30100,19225260
30101,19235253
30102,19239930
30103,19242511
30104,19252305
30105,19321969
30106,19324126
30107,19325167
30108,19332360
30109,19364593
30110,19386196
30111,19398266
30112,19402279
30113,19412535
30114,19424807
30115,19440548
30116,19456316
30117,19460570
30118,19472474
30119,19532594
30120,19545844
30121,19633777
30122,19644290
30123,19693897
30124,19697589
30125,19700212
30126,19703910
30127,19711114
30128,19761694
30129,19762229
30130,19762432
30131,19771215
30132,19791088
30133,19816396
30134,19870916
30135,19879301
30136,19892248
30137,19932324
30138,19984224
30139,20111783
30140,20132450
30141,20160482
30142,20161221
30143,20177406
30144,20196338
30145,20223561
30146,20227488
30147,20230098
30148,20235098
30149,20242175
30150,20247245
30151,20250383
30152,20254901
30153,20278287
30154,20283338
30155,20301138
30156,20330155
30157,20334909
30158,20340175
30159,20364575
30160,20364665
30161,20375816
30162,20395406
30163,20417330
30164,20417624
30165,20455617
30166,20456367
30167,20462551
30168,20469547
30169,20528834
30170,20553510
30171,20573050
30172,20584537
30173,20669185
30174,20686627
30175,20730450
30176,20768351
30177,20810453
30178,20838944
30179,20903515
30180,20997330
30181,285
30182,1249
30183,3888
30184,31326
30185,40898
30186,43544
30187,48373
30188,49207
30189,59020
30190,66745
30191,104706
30192,114778
30193,122989
30194,123445
30195,125914
30196,149224
30197,156930
30198,158365
30199,162646
30200,169524
30201,210705
30202,216893
30203,227450
30204,267220
30205,270757
30206,280227
30207,283944
30208,315581
30209,321184
30210,338287
30211,347953
30212,359141
30213,361775
30214,364254
30215,399642
30216,406932
30217,429803
30218,449055
30219,450782
30220,451045
30221,463908
30222,464675
30223,464780
30224,473547
30225,481524
30226,486228
30227,488235
30228,489160
30229,491077
30230,508975
30231,513874
30232,515282
30233,522291
30234,526548
30235,531941
30236,532969
30237,549490
30238,552772
30239,556441
30240,560704
30241,561090
30242,566683
30243,581222
30244,589155
30245,593861
30246,618834
30247,619116
30248,619778
30249,625249
30250,627801
30251,627864
30252,634164
30253,641853
30254,645313
30255,686884
30256,696223
30257,718886
30258,733941
30259,740062
30260,741021
30261,746167
30262,750392
30263,753927
30264,755789
30265,759798
30266,764674
30267,772875
30268,781340
30269,781766
30270,793333
30271,845215
30272,859345
30273,860122
30274,860370
30275,866182
30276,872750
30277,887279
30278,891319
30279,893228
30280,906269
30281,912124
30282,923707
30283,933107
30284,935055
30285,940290
30286,958270
30287,965012
30288,966146
30289,989541
30290,1001752
30291,1019619
30292,1052966
30293,1059458
30294,1064872
30295,1067446
30296,1068285
30297,1071528
30298,1080847
30299,1093757
30300,1106872
30301,1109731
30302,1116584
30303,1118434
30304,1140437
30305,1143824
30306,1150622
30307,1165417
30308,1171214
30309,1173585
30310,1188099
30311,1192057
30312,1192156
30313,1192928
30314,1197396
30315,1225089
30316,1226993
30317,1232563
30318,1243500
30319,1248876
30320,1276288
30321,1314266
30322,1322202
30323,1327386
30324,1331111
30325,1332985
30326,1344089
30327,1370406
30328,1381772
30329,1405784
30330,1406256
30331,1407214
30332,1407576
30333,1408475
30334,1414825
30335,1415479
30336,1419533
30337,1420464
30338,1428320
30339,1430024
30340,1444234
30341,1448496
30342,1457246
30343,1463155
30344,1468687
30345,1474207
30346,1474260
30347,1482191
30348,1484887
30349,1491187
30350,1521743
30351,1528386
30352,1538171
30353,1542021
30354,1542843
30355,1563371
30356,1576437
30357,1580273
30358,1590179
30359,1594132
30360,1608288
30361,1627237
30362,1688346
30363,1694439
30364,1698302
30365,1705192
30366,1706410
30367,1710450
30368,1712607
30369,1742187
30370,1753101
30371,1763276
30372,1800979
30373,1802852
30374,1816168
30375,1827927
30376,1835235
30377,1835677
30378,1879399
30379,1888785
30380,1897057
30381,1898035
30382,1906804
30383,1919803
30384,1931641
30385,1941479
30386,1968695
30387,1990066
30388,1991173
30389,1991312
30390,1994099
30391,1994320
30392,1996194
30393,1998016
30394,2004325
30395,2016542
30396,2036135
30397,2038779
30398,2047677
30399,2052970
30400,2082191
30401,2105108
30402,2110504
30403,2113477
30404,2119934
30405,2125745
30406,2128345
30407,2159742
30408,2185740
30409,2196332
30410,2216354
30411,2225249
30412,2226487
30413,5090027
30414,5091952
30415,5104233
30416,5122854
30417,5128110
30418,5144350
30419,5173862
30420,5174753
30421,5215531
30422,5225428
30423,5232850
30424,5236246
30425,5240162
30426,5276758
30427,5308483
30428,5310967
30429,5345401
30430,5346709
30431,5355233
30432,5357311
30433,5381944
30434,5396525
30435,5409488
30436,5462593
30437,5497137
30438,5505608
30439,5536678
30440,5547979
30441,5553193
30442,5573946
30443,5579304
30444,5599364
30445,5621027
30446,5622347
30447,5627661
30448,5628303
30449,5630134
30450,5631127
30451,5675588
30452,5680742
30453,5682587
30454,5710097
30455,5716051
30456,5742854
30457,5805558
30458,5819528
30459,5826043
30460,5830383
30461,5856107
30462,5885107
30463,5956926
30464,5957336
30465,5987082
30466,5989718
30467,5993335
30468,6002322
30469,6018335
30470,6057439
30471,6078831
30472,6113155
30473,6113642
30474,6135825
30475,6175917
30476,6197273
30477,6197907
30478,6198531
30479,6203861
30480,6209837
30481,6236249
30482,6257914
30483,6277083
30484,6280280
30485,6288456
30486,6288586
30487,6349495
30488,6362474
30489,6422781
30490,6425661
30491,6427616
30492,6434664
30493,6444398
30494,6450825
30495,6455249
30496,6507746
30497,6521591
30498,6521646
30499,6522432
30500,6548694
30501,6585810
30502,6605016
30503,6606842
30504,6683257
30505,6684903
30506,6690038
30507,6693524
30508,6700631
30509,6745339
30510,6771931
30511,6779862
30512,6788936
30513,6795686
30514,6815107
30515,6893297
30516,6894021
30517,6899115
30518,6903938
30519,6905397
30520,6909546
30521,6911840
30522,6916865
30523,6933016
30524,6943784
30525,6952984
30526,6961773
30527,6964357
30528,6974138
30529,6980311
30530,6992908
30531,7011863
30532,7030276
30533,7060546
30534,7099170
30535,7100058
30536,7107492
30537,7109685
30538,7112760
30539,7114208
30540,7145137
30541,7158541
30542,7168977
30543,7200218
30544,7209434
30545,7211193
30546,7216467
30547,7218560
30548,7223503
30549,7234235
30550,7249108
30551,7269474
30552,7286329
30553,7292420
30554,7319858
30555,7348533
30556,7373144
30557,7389528
30558,7432000
30559,7478502
30560,7511429
30561,7518737
30562,7555824
30563,7571722
30564,7588467
30565,7607872
30566,7640072
30567,7641280
30568,7676745
30569,7682669
30570,7687516
30571,7692616
30572,7725907
30573,7730567
30574,7732499
30575,7747857
30576,7765033
30577,7806992
30578,7809490
30579,7822870
30580,7848318
30581,7856097
30582,7858075
30583,7895222
30584,7900309
30585,7912218
30586,7925647
30587,7957057
30588,7969505
30589,7972428
30590,7983213
30591,8018236
30592,8037548
30593,8041922
30594,8042943
30595,8067090
30596,8093001
30597,8125095
30598,8138486
30599,8149186
30600,8157206
30601,8163696
30602,8209738
30603,8212495
30604,8217739
30605,8258154
30606,8261539
30607,8265789
30608,8270228
30609,8278794
30610,8303474
30611,8311243
30612,8314118
30613,8323666
30614,8338851
30615,8388454
30616,8410920
30617,8418555
30618,8424065
30619,8456236
30620,8475334
30621,8498771
30622,8501106
30623,8516198
30624,8569739
30625,8583085
30626,8587131
30627,8618547
30628,8619616
30629,8629872
30630,8635334
30631,8650330
30632,8654165
30633,8655418
30634,8672838
30635,8677057
30636,8679008
30637,8684760
30638,8710942
30639,8719792
30640,8722367
30641,8735560
30642,8746516
30643,8783230
30644,8784765
30645,8817291
30646,8833790
30647,8840767
30648,8846450
30649,8917364
30650,8948908
30651,8958299
30652,8998189
30653,9006605
30654,9016795
30655,9057520
30656,9057955
30657,9061566
30658,9084547
30659,9085243
30660,9125217
30661,9127047
30662,9138495
30663,9141483
30664,9148000
30665,9328423
30666,9409864
30667,9607583
30668,9609448
30669,9638738
30670,9647672
30671,9661487
30672,9665007
30673,9665198
30674,9674628
30675,9700095
30676,9717198
30677,9748874
30678,9756633
30679,9762916
30680,9781250
30681,9802829
30682,9829417
30683,9879859
30684,9884772
30685,9917748
30686,9924885
30687,9986165
30688,9990364
30689,10000239
30690,10004287
30691,10011721
30692,10017178
30693,10022768
30694,10032305
30695,10044763
30696,10060045
30697,10064006
30698,10076992
30699,10125005
30700,10133294
30701,10144102
30702,10151761
30703,10189216
30704,10191972
30705,10199997
30706,10217299
30707,10217307
30708,10223750
30709,10230377
30710,10286716
30711,10366117
30712,10402509
30713,10437747
30714,10453083
30715,10476577
30716,10490296
30717,10491387
30718,10492151
30719,10557679
30720,10561782
30721,10604513
30722,10614169
30723,10649441
30724,10653414
30725,10680083
30726,10692424
30727,10713433
30728,10724672
30729,10731802
30730,10733547
30731,10743101
30732,10753348
30733,10771877
30734,10777217
30735,10829049
30736,10831389
30737,10864722
30738,10881260
30739,10897285
30740,10922072
30741,10936753
30742,10938487
30743,10976638
30744,10988762
30745,10990838
30746,11007848
30747,11050278
30748,11078194
30749,11106226
30750,11165049
30751,11190956
30752,11219105
30753,11258422
30754,11295284
30755,11330400
30756,11376339
30757,11385153
30758,11417971
30759,11448237
30760,11463625
30761,11471504
30762,11509885
30763,11515267
30764,11528671
30765,11540032
30766,11544472
30767,11550845
30768,11562763
30769,11563365
30770,11582664
30771,11646331
30772,11678401
30773,11683544
30774,11686718
30775,11692173
30776,11743422
30777,11831725
30778,11878117
30779,11894415
30780,11896865
30781,11930106
30782,11936357
30783,11946964
30784,11950074
30785,11957651
30786,11982020
30787,11996204
30788,12038305
30789,12063286
30790,12090050
30791,12129154
30792,12138442
30793,12147819
30794,12161585
30795,12179361
30796,12182734
30797,12225045
30798,12236757
30799,12251736
30800,12278412
30801,12281031
30802,12304347
30803,12308847
30804,12310883
30805,12330637
30806,12342851
30807,12397526
30808,12400622
30809,12408812
30810,12419859
30811,12494266
30812,12506087
30813,12523434
30814,12533916
30815,12537216
30816,12590325
30817,12590792
30818,12592239
30819,12596518
30820,12610911
30821,12629872
30822,12702474
30823,12707867
30824,12752914
30825,12762887
30826,12763214
30827,12765731
30828,12796979
30829,12797625
30830,12839386
30831,12853547
30832,12858416
30833,12875234
30834,12878552
30835,12894740
30836,12921672
30837,12926681
30838,12940707
30839,12994693
30840,12995917
30841,13004283
30842,13014887
30843,13026054
30844,13029489
30845,13039826
30846,13058590
30847,13111810
30848,13117963
30849,13163500
30850,13183661
30851,13192330
30852,13208718
30853,13209625
30854,13238690
30855,13244002
30856,13250512
30857,13348111
30858,13406529
30859,13471506
30860,13486523
30861,13541417
30862,13549697
30863,13565869
30864,13582945
30865,13622299
30866,13623158
30867,13630678
30868,13669649
30869,13682373
30870,13697111
30871,13699877
30872,13766671
30873,13775701
30874,13813268
30875,13848490
30876,13865150
30877,13869746
30878,13909527
30879,13917736
30880,13922235
30881,13934398
30882,13935828
30883,13948465
30884,13970606
30885,13978387
30886,13990472
30887,14006893
30888,14023117
30889,14040951
30890,14073464
30891,14077212
30892,14090909
30893,14115255
30894,14157887
30895,14175684
30896,14185322
30897,14205463
30898,14207740
30899,14227955
30900,14232116
30901,14255060
30902,14272648
30903,14294740
30904,14325422
30905,14362629
30906,14387931
30907,14512269
30908,14515738
30909,14522342
30910,14529034
30911,14589896
30912,14602945
30913,14613934
30914,14639052
30915,14662750
30916,14712515
30917,14721047
30918,14799784
30919,14811366
30920,14826112
30921,14826852
30922,14885653
30923,14886855
30924,14975247
30925,14981916
30926,15002463
30927,15005805
30928,15011796
30929,15012554
30930,15050122
30931,15065971
30932,15092551
30933,15115906
30934,15151663
30935,15199170
30936,15199538
30937,15230908
30938,15232021
30939,15248484
30940,15261579
30941,15270509
30942,15274249
30943,15299206
30944,15303210
30945,15320178
30946,15391236
30947,15412531
30948,15490570
30949,15562876
30950,15608780
30951,15649941
30952,15660201
30953,15667206
30954,15723765
30955,15743811
30956,15754428
30957,15770395
30958,15775054
30959,15812973
30960,15844490
30961,15898938
30962,15908493
30963,15911458
30964,15918797
30965,15941995
30966,15959496
30967,15964420
30968,16037713
30969,16038422
30970,16075784
30971,16093582
30972,16105337
30973,16107470
30974,16160780
30975,16201662
30976,16267137
30977,16312615
30978,16312777
30979,16345910
30980,16414684
30981,16415518
30982,16418160
30983,16451786
30984,16464976
30985,16502191
30986,16534561
30987,16536276
30988,16565401
30989,16594819
30990,16611463
30991,16643751
30992,16647476
30993,16700983
30994,16721050
30995,16741810
30996,16757266
30997,16767090
30998,16775344
30999,16775658
31000,16778996
31001,16808123
31002,16845714
31003,16857199
31004,16887291
31005,16904241
31006,16939379
31007,16956322
31008,17032159
31009,17041700
31010,17087310
31011,17102153
31012,17150609
31013,17186789
31014,17188036
31015,17230224
31016,17331219
31017,17336206
31018,17498959
31019,17509612
31020,17522934
31021,17546554
31022,17553967
31023,17562427
31024,17575002
31025,17590415
31026,17604054
31027,17623456
31028,17626930
31029,17656201
31030,17676093
31031,17691096
31032,17708262
31033,17714768
31034,17716055
31035,17721272
31036,17776311
31037,17807746
31038,17819426
31039,17825612
31040,17826723
31041,17876380
31042,17907293
31043,17946630
31044,17950623
