,customer_id
438,7621182
439,7624328
440,7626893
441,7632475
442,7653232
443,7658624
444,7659383
445,7673545
446,7675119
447,7686290
448,7707872
449,7730216
450,7747258
451,7749136
452,7760466
453,7768172
454,7777855
455,7816725
456,7818555
457,7822485
458,7824789
459,7832196
460,7864491
461,7865142
462,7866429
463,7868353
464,7878812
465,7883683
466,7907419
467,7911746
468,7912891
469,7918729
470,7920941
471,7931030
472,7955390
473,7968933
474,8024021
475,8066829
476,8067372
477,8071476
478,8074566
479,8085036
480,8086324
481,8087027
482,8099949
483,8144030
484,8159805
485,8159986
486,8161269
487,8191549
488,8213874
489,8215544
490,8245058
491,8256432
492,8278774
493,8282377
494,8293827
495,8299731
496,8305594
497,8308148
498,8340520
499,8355498
500,8362811
501,8416849
502,8433825
503,8451954
504,8508455
505,8536204
506,8554974
507,8559452
508,8572926
509,8575320
510,8576492
511,8588783
512,8611310
513,8658313
514,8784240
515,8793268
516,8798092
517,8807746
518,8812133
519,8839449
520,8852294
521,8852627
522,8866728
523,8868299
524,8934714
525,8935850
526,8954925
527,8988001
528,9079512
529,9103154
530,9103492
531,9129231
532,9141066
533,9143002
534,9147176
535,9158250
536,9187799
537,9198438
538,9243834
539,9251892
540,9610135
541,9653309
542,9665084
543,9667770
544,9715050
545,9715930
546,9738285
547,9760018
548,9789428
549,9801088
550,9852439
551,9863403
552,9882471
553,9926271
554,9937814
555,9952295
556,10031236
557,10047956
558,10054222
559,10119181
560,10159161
561,10168851
562,10182196
563,10187708
564,10272108
565,10281962
566,10299012
567,10313856
568,10359105
569,10431624
570,10432295
571,10456430
572,10469336
573,10489161
574,10519411
575,10524406
576,10535117
577,10549947
578,10565423
579,10569689
580,10594811
581,10597133
582,10604187
583,10605592
584,10619633
585,10623364
586,10661574
587,10662312
588,10677260
589,10697864
590,10704411
591,10719264
592,10756218
593,10760506
594,10844479
595,10849573
596,10886501
597,10889917
598,10894374
599,10898515
600,10909038
601,10912748
602,10933842
603,10959625
604,10965284
605,10979606
606,10983016
607,11005101
608,11005371
609,11035656
610,11067736
611,11087925
612,11113454
613,11114680
614,11135135
615,11146279
616,11149145
617,11150152
618,11153595
619,11155235
620,11155771
621,11161185
622,11192846
623,11205168
624,11226721
625,11251130
626,11256989
627,11257395
628,11278015
629,11282371
630,11304699
631,11334672
632,11357183
633,11405773
634,11419429
635,11449015
636,11502008
637,11535828
638,11546737
639,11565958
640,11566518
641,11605139
642,11631353
643,11634666
644,11661988
645,11670662
646,11678618
647,11686142
648,11686991
649,11688203
650,11755768
651,11813297
652,11813988
653,11843737
654,11862981
655,11890431
656,11890766
657,11914015
658,11919957
659,11928997
660,11930144
661,11934024
662,12001046
663,12032090
664,12068364
665,12072996
666,12116831
667,12154129
668,12163857
669,12184238
670,12191223
671,12310759
672,12358822
673,12376357
674,12377292
675,12381700
676,12415673
677,12422616
678,12450398
679,12479919
680,12487583
681,12493638
682,12520986
683,12544877
684,12549195
685,12562862
686,12563480
687,12581847
688,12592782
689,12618385
690,12630952
691,12632119
692,12663598
693,12681624
694,12694854
695,12710284
696,12723513
697,12766609
698,12795577
699,12797387
700,12846577
701,12850729
702,12911499
703,12937136
704,12947233
705,12954947
706,12958350
707,12963043
708,12968819
709,12999702
710,13026910
711,13044533
712,13064003
713,13126602
714,13146460
715,13194693
716,13222211
717,13243692
718,13258422
719,13261147
720,13277982
721,13299092
722,13310824
723,13311156
724,13325824
725,13328127
726,13345930
727,13355937
728,13356868
729,13367284
730,13371457
731,13393405
732,13394983
733,13438841
734,13457062
735,13459110
736,13469346
737,13478009
738,13483066
739,13505798
740,13548412
741,13561094
742,13602224
743,13611955
744,13626159
745,13670571
746,13686305
747,13691638
748,13723380
749,13760952
750,13795999
751,13818451
752,13836653
753,13838210
754,13840150
755,13842221
756,13924125
757,13926205
758,13927344
759,13934729
760,13935012
761,13939717
762,13946061
763,13951824
764,13957060
765,13969699
766,14011986
767,14064513
768,14112558
769,14157636
770,14158152
771,14170292
772,14176278
773,14236431
774,14252355
775,14391509
776,14403475
777,14405265
778,14470701
779,14478128
780,14512322
781,14522003
782,14536779
783,14563534
784,14573023
785,14575182
786,14597808
787,14610583
788,14611559
789,14612107
790,14649690
791,14721288
792,14725402
793,14739149
794,14742046
795,14754985
796,14765853
797,14777327
798,14814029
799,14834369
800,14841052
801,14842516
802,14881204
803,14893218
804,14907433
805,14909906
806,14914027
807,14962202
808,14967707
809,14992783
810,15050506
811,15074725
812,15084283
813,15088083
814,15108674
815,15165262
816,15167761
817,15281118
818,15371957
819,15446791
820,15449013
821,15449985
822,15488090
823,15499936
824,15539529
825,15650991
826,15651371
827,15656240
828,15668416
829,15699158
830,15746436
831,15811154
832,15826729
833,15886634
834,15900150
835,15902302
836,15903182
837,15970347
838,15978553
839,16009011
840,16051284
841,16061783
842,16075696
843,16085307
844,16107235
845,16112846
846,16130303
847,16134058
848,16175383
849,16179879
850,16224491
851,16225477
852,16395108
853,16413347
854,16420284
855,16551134
856,16569997
857,16573736
858,16590235
859,16598473
860,16614872
861,16647455
862,16648857
863,16668960
864,16690120
865,16717955
866,16718556
867,16730915
868,16777251
869,16780564
870,16793596
871,16799978
872,16812414
873,16840869
874,16857492
875,16890721
876,16931802
877,16939370
878,16975002
879,17002165
880,17003402
881,17032762
882,17041083
883,17041716
884,17044325
885,17097882
886,17099708
887,17118754
888,17123113
889,17146611
890,17147155
891,17156792
892,17214720
893,17220399
894,17251231
895,17280777
896,17314866
897,17335907
898,17344054
899,17344426
900,17374828
901,17380875
902,17413240
903,17431534
904,17432308
905,17450193
906,17479046
907,17505037
908,17525381
909,17563636
910,17578731
911,17611019
912,17639752
913,17644054
914,17669959
915,17673222
916,17678993
917,17706373
918,17737020
919,17748666
920,17773582
921,17836935
922,17851611
923,17859720
924,17862728
925,17868351
926,17877134
927,17910862
928,17917875
929,17922481
930,17996835
931,17998179
932,18002790
933,18003938
934,18006681
935,18013949
936,18017749
937,18032266
938,18047511
939,18098805
940,18102355
941,18126080
942,18131253
943,18131580
944,18135222
945,18135450
946,18192385
947,18207153
948,18217791
949,18238317
950,18249031
951,18257348
952,18298140
953,18353450
954,18355275
955,18357344
956,18365598
957,18375045
958,18386790
959,18389073
960,18404859
961,18505053
962,18531260
963,18554210
964,18592367
965,18596724
966,18628100
967,18636319
968,18653202
969,18656178
970,18705709
971,18709856
972,18716951
973,18741115
974,18748222
975,18750495
976,18763326
977,18794057
978,18797775
979,18801351
980,18836091
981,18843331
982,18860041
983,18866857
984,18869921
985,18891025
986,18907010
987,18909592
988,18941138
989,18970256
990,18976305
991,18979964
992,18991413
993,19014004
994,19017309
995,19021213
996,19037099
997,19068597
998,19089285
999,19097347
1000,19100766
1001,19101319
1002,19109546
1003,19112601
1004,19156286
1005,19160142
1006,19166055
1007,19198535
1008,19198681
1009,19221298
1010,19264640
1011,19266329
1012,19280741
1013,19334178
1014,19338443
1015,19360238
1016,19387317
1017,19388067
1018,19397951
1019,19407915
1020,19415673
1021,19429458
1022,19452939
1023,19478153
1024,19488797
1025,19509997
1026,19528832
1027,19552496
1028,19593653
1029,19645940
1030,19652698
1031,19660317
1032,19696960
1033,19704700
1034,19711941
1035,19756321
1036,19805439
1037,19810194
1038,19812353
1039,19885605
1040,19906595
1041,19922003
1042,19952768
1043,19985620
1044,19998760
1045,20012391
1046,20015175
1047,20043499
1048,20045695
1049,20048309
1050,20067979
1051,20071312
1052,20087777
1053,20089696
1054,20109864
1055,20119381
1056,20166524
1057,20186395
1058,20265793
1059,20269640
1060,20288266
1061,20290990
1062,20305400
1063,20327375
1064,20327809
1065,20361575
1066,20367659
1067,20372372
1068,20425675
1069,20430790
1070,20451579
1071,20478225
1072,20488287
1073,20490341
1074,20534918
1075,20555737
1076,20636144
1077,20643942
1078,20651466
1079,20952052
1080,20962559
1081,1483
1082,3698
1083,4158
1084,6773
1085,9879
1086,10703
1087,20596
1088,22970
1089,26544
1090,37025
1091,40893
1092,58395
1093,59345
1094,65905
1095,67225
1096,69204
1097,69743
1098,75620
1099,80898
1100,88156
1101,97872
1102,101761
1103,112313
1104,116895
1105,128265
1106,130912
1107,134338
1108,153484
1109,165665
1110,168172
1111,173285
1112,176190
1113,176461
1114,183920
1115,187064
1116,192260
1117,206074
1118,207785
1119,213962
1120,215100
1121,223459
1122,265268
1123,270208
1124,278932
1125,285208
1126,308068
1127,310013
1128,313999
1129,356742
1130,372421
1131,388982
1132,393127
1133,407095
1134,408779
1135,437018
1136,437844
1137,444983
1138,452516
1139,456993
1140,458836
1141,459360
1142,466586
1143,490946
1144,492928
1145,507180
1146,509348
1147,536287
1148,556302
1149,562965
1150,563859
1151,565692
1152,584271
1153,585653
1154,595116
1155,595826
1156,596395
1157,613432
1158,618123
1159,618747
1160,619293
1161,638269
1162,647335
1163,673612
1164,684799
1165,700626
1166,700766
1167,717732
1168,723156
1169,725203
1170,731049
1171,732335
1172,737348
1173,739460
1174,740071
1175,744948
1176,752978
1177,774971
1178,782676
1179,801470
1180,811789
1181,821802
1182,823563
1183,825383
1184,827248
1185,837375
1186,852444
1187,879646
1188,895234
1189,900417
1190,905842
1191,911647
1192,917137
1193,926944
1194,927210
1195,927370
1196,941333
1197,948113
1198,950177
1199,951880
1200,953146
1201,966633
1202,967883
1203,990832
1204,1001307
1205,1015728
1206,1020439
1207,1031133
1208,1033564
1209,1037899
1210,1052728
1211,1084978
1212,1095658
1213,1096551
1214,1113001
1215,1114686
1216,1115504
1217,1134756
1218,1138976
1219,1142795
1220,1154273
1221,1156869
1222,1158505
1223,1176848
1224,1232572
1225,1265177
1226,1270689
1227,1283024
1228,1284889
1229,1300289
1230,1302414
1231,1309590
1232,1311024
1233,1316587
1234,1319948
1235,1320499
1236,1338521
1237,1349427
1238,1353987
1239,1354503
1240,1355465
1241,1356700
1242,1367425
1243,1373314
1244,1373505
1245,1378304
1246,1379890
1247,1384553
1248,1392160
1249,1395345
1250,1400942
1251,1424249
1252,1434355
1253,1436832
1254,1454866
1255,1460861
1256,1465188
1257,1466613
1258,1485320
1259,1489033
1260,1503644
1261,1505701
1262,1512309
1263,1518878
1264,1520172
1265,1546012
1266,1546252
1267,1551381
1268,1565289
1269,1572240
1270,1581977
1271,1591019
1272,1591654
1273,1618764
1274,1629611
1275,1632106
1276,1645951
1277,1670624
1278,1671472
1279,1678185
1280,1684127
1281,1694268
1282,1750479
1283,1760562
1284,1771335
1285,1775905
1286,1783034
1287,1789476
1288,1797344
1289,1797448
1290,1797782
1291,1814472
1292,1818186
1293,1832161
1294,1834167
1295,1840005
1296,1850903
1297,1852061
1298,1862040
1299,1874046
1300,1934875
1301,1947122
1302,1986729
1303,1994002
1304,2001119
1305,2004274
1306,2011332
1307,2032266
1308,2038057
1309,2045548
1310,2055640
1311,2065912
1312,2067693
1313,2069822
1314,2077623
1315,2081221
1316,2098205
1317,2100044
1318,2134463
1319,2138332
1320,2144634
1321,2173476
1322,2184990
1323,2187338
1324,2216188
1325,2236820
1326,2237735
1327,5097176
1328,5098837
1329,5110763
1330,5145921
1331,5146012
1332,5151600
1333,5153143
1334,5173298
1335,5193739
1336,5218821
1337,5243620
1338,5248357
1339,5249474
1340,5251154
1341,5258324
1342,5266367
1343,5303666
1344,5320325
1345,5320331
1346,5320572
1347,5326627
1348,5327549
1349,5336228
1350,5339549
1351,5341369
1352,5342119
1353,5355147
1354,5360807
1355,5396373
1356,5405238
1357,5447034
1358,5458911
1359,5461296
1360,5465107
1361,5474153
1362,5483643
1363,5508290
1364,5520252
1365,5522516
1366,5524195
1367,5545400
1368,5550977
1369,5566878
1370,5597618
1371,5616285
1372,5631645
1373,5658137
1374,5661007
1375,5674023
1376,5689069
1377,5705115
1378,5706924
1379,5714288
1380,5741440
1381,5768545
1382,5779236
1383,5796370
1384,5799902
1385,5803331
1386,5853419
1387,5909160
1388,5931923
1389,5943239
1390,5946466
1391,5956405
1392,5967736
1393,6000491
1394,6057595
1395,6061106
1396,6062460
1397,6088825
1398,6091537
1399,6110466
1400,6110575
1401,6122755
1402,6138540
1403,6147543
1404,6148423
1405,6153920
1406,6204695
1407,6209650
1408,6210072
1409,6218430
1410,6264587
1411,6269182
1412,6270680
1413,6291901
1414,6295806
1415,6338849
1416,6344021
1417,6346901
1418,6360525
1419,6387685
1420,6437587
1421,6441913
1422,6448396
1423,6454500
1424,6459996
1425,6467863
1426,6476068
1427,6484299
1428,6512083
1429,6547912
1430,6562605
1431,6570820
1432,6660453
1433,6674398
1434,6701702
1435,6703542
1436,6745683
1437,6764184
1438,6772164
1439,6772274
1440,6787233
1441,6806387
1442,6810382
1443,6850802
1444,6854592
1445,6895425
1446,6906511
1447,6919899
1448,6924419
1449,6932553
1450,6939622
1451,6957884
1452,6964343
1453,6989550
1454,7017885
1455,7029007
1456,7031823
1457,7081046
1458,7093462
1459,7114324
1460,7127852
1461,7143163
1462,7146339
1463,7163219
1464,7260037
1465,7339967
1466,7340782
1467,7342250
1468,7357388
1469,7364900
1470,7366224
1471,7373217
1472,7403966
1473,7405494
1474,7416717
1475,7422273
1476,7437766
1477,7440321
1478,7440418
1479,7451567
1480,7476329
1481,7489563
1482,7507916
1483,7517422
1484,7519081
1485,7532442
1486,7557094
1487,7560545
1488,7576307
1489,7576684
1490,7587535
1491,7611585
1492,7629143
1493,7647261
1494,7674439
1495,7678483
1496,7702815
1497,7733504
1498,7762757
1499,7789058
1500,7792820
1501,7802149
1502,7840744
1503,7855716
1504,7858052
1505,7859311
1506,7870249
1507,7870286
1508,7884380
1509,7912673
1510,7927194
1511,7943751
1512,7957515
1513,7964610
1514,7973188
1515,7985008
1516,8001029
1517,8004946
1518,8037202
1519,8063400
1520,8066075
1521,8068093
1522,8078311
1523,8080748
1524,8086037
1525,8094838
1526,8116178
1527,8124332
1528,8124467
1529,8132433
1530,8136455
1531,8154260
1532,8160771
1533,8182327
1534,8201030
1535,8207365
1536,8227431
1537,8241808
1538,8274645
1539,8300010
1540,8315472
1541,8323623
1542,8385565
1543,8392534
1544,8467122
1545,8480065
1546,8518053
1547,8529940
1548,8550863
1549,8567227
1550,8582074
1551,8594839
1552,8597806
1553,8613221
1554,8649536
1555,8656477
1556,8659550
1557,8702097
1558,8726524
1559,8732364
1560,8744192
1561,8782635
1562,8808034
1563,8832696
1564,8842156
1565,8851077
1566,8859770
1567,8862263
1568,8874873
1569,8893059
1570,8916482
1571,8925364
1572,9047045
1573,9051089
1574,9082192
1575,9098729
1576,9103506
1577,9104517
1578,9113171
1579,9165644
1580,9188227
1581,9382499
1582,9621751
1583,9652408
1584,9696230
1585,9697798
1586,9706119
1587,9711585
1588,9716120
1589,9722517
1590,9731310
1591,9739593
1592,9746491
1593,9763601
1594,9779830
1595,9790914
1596,9791764
1597,9793907
1598,9799803
1599,9808530
1600,9809482
1601,9811629
1602,9826611
1603,9830231
1604,9840822
1605,9852340
1606,9864966
1607,9886533
1608,9923413
1609,9946079
1610,9977836
1611,9981151
1612,9992518
1613,10001665
1614,10038390
1615,10054001
1616,10064421
1617,10132828
1618,10153350
1619,10220581
1620,10232320
1621,10235913
1622,10262224
1623,10291080
1624,10301283
1625,10314663
1626,10354600
1627,10373872
1628,10377060
1629,10475276
1630,10489971
1631,10499463
1632,10579340
1633,10622204
1634,10626003
1635,10641514
1636,10644455
1637,10660949
1638,10669374
1639,10678167
1640,10685991
1641,10708069
1642,10709511
1643,10734835
1644,10740361
1645,10765481
1646,10765899
1647,10780288
1648,10781646
1649,10800595
1650,10802282
1651,10808813
1652,10825155
1653,10831697
1654,10839760
1655,10919059
1656,10922441
1657,10945487
1658,10945549
1659,11050010
1660,11054355
1661,11063982
1662,11077297
1663,11137718
1664,11147042
1665,11157408
1666,11161783
1667,11242738
1668,11263717
1669,11286312
1670,11313832
1671,11341729
1672,11367259
1673,11367615
1674,11376204
1675,11396770
1676,11402970
1677,11435205
1678,11448017
1679,11451391
1680,11459931
1681,11490338
1682,11496866
1683,11575373
1684,11587460
1685,11606094
1686,11612704
1687,11623265
1688,11624773
1689,11666498
1690,11669019
1691,11684634
1692,11691914
1693,11710772
1694,11721115
1695,11773800
1696,11783627
1697,11805868
1698,11826865
1699,11830579
1700,11832883
1701,11853226
1702,11859464
1703,11867291
1704,11964169
1705,11971466
1706,11986287
1707,12002033
1708,12054828
1709,12084646
1710,12084926
1711,12109348
1712,12122542
1713,12127636
1714,12179336
1715,12201188
1716,12244954
1717,12278467
1718,12298649
1719,12353213
1720,12354458
1721,12375289
1722,12379608
1723,12413232
1724,12429025
1725,12455360
1726,12463026
1727,12468469
1728,12473831
1729,12485952
1730,12487268
1731,12488645
1732,12489781
1733,12507104
1734,12508771
1735,12509622
1736,12538022
1737,12563660
1738,12586739
1739,12609059
1740,12637928
1741,12679731
1742,12680671
1743,12691000
1744,12700160
1745,12733004
1746,12737073
1747,12785398
1748,12800922
1749,12834177
1750,12839602
1751,12856995
1752,12887015
1753,12942541
1754,13006425
1755,13058900
1756,13070430
1757,13088172
1758,13108024
1759,13130835
1760,13156888
1761,13169451
1762,13174022
1763,13246650
1764,13255847
1765,13261775
1766,13268308
1767,13295661
1768,13322146
1769,13340598
1770,13372162
1771,13382761
1772,13402590
1773,13410970
1774,13449254
1775,13465013
1776,13473496
1777,13477590
1778,13495434
1779,13496726
1780,13499214
1781,13566011
1782,13600344
1783,13608156
1784,13615012
1785,13626078
1786,13688699
1787,13689463
1788,13711762
1789,13743240
1790,13748279
1791,13783190
1792,13802346
1793,13821051
1794,13828445
1795,13871608
1796,13892528
1797,13913499
1798,13939403
1799,13987000
1800,14006449
1801,14006790
1802,14013860
1803,14023010
1804,14025180
1805,14054399
1806,14104463
1807,14107671
1808,14119926
1809,14151367
1810,14164824
1811,14166728
1812,14168102
1813,14169075
1814,14218574
1815,14253508
1816,14264494
1817,14278121
1818,14281897
1819,14357360
1820,14403747
1821,14417745
1822,14464147
1823,14470385
1824,14487487
1825,14537488
1826,14581231
1827,14611963
1828,14618697
1829,14661006
1830,14681686
1831,14685839
1832,14704634
1833,14704996
1834,14712015
1835,14720741
1836,14724842
1837,14727416
1838,14739140
1839,14762482
1840,14768373
1841,14787196
1842,14792216
1843,14811589
1844,14821341
1845,14823868
1846,14850714
1847,14865396
1848,14872129
1849,14873791
1850,14939617
1851,14956801
1852,14974480
1853,14996022
1854,15039616
1855,15095489
1856,15115697
1857,15185728
1858,15194086
1859,15216467
1860,15220455
1861,15246217
1862,15316034
1863,15321431
1864,15382687
1865,15399159
1866,15405478
1867,15406057
1868,15494583
1869,15505683
1870,15523298
1871,15525092
1872,15564202
1873,15599431
1874,15671383
1875,15745090
1876,15747493
1877,15825651
1878,15862897
1879,15877034
1880,15877203
1881,15890355
1882,15892919
1883,15896449
1884,16001887
1885,16002331
1886,16003628
1887,16012783
1888,16060582
1889,16101024
1890,16118655
1891,16170585
1892,16182766
1893,16183654
1894,16200977
1895,16222182
1896,16230046
1897,16242067
1898,16255103
1899,16279547
1900,16321317
1901,16346519
1902,16383552
1903,16434373
1904,16469503
1905,16470222
1906,16508701
1907,16510994
1908,16562517
1909,16568626
1910,16626203
1911,16651933
1912,16676476
1913,16677341
1914,16683177
1915,16683654
1916,16688723
1917,16701275
1918,16709409
1919,16713873
1920,16741720
1921,16766763
1922,16807410
1923,16818890
1924,16845945
1925,16862526
1926,16874963
1927,16897066
1928,16936389
1929,16941091
1930,16949634
1931,16988615
1932,16996009
1933,16997717
1934,17017212
1935,17020954
1936,17068518
1937,17071230
1938,17078470
1939,17123517
1940,17129218
1941,17130994
1942,17174248
1943,17218977
1944,17230189
1945,17237585
1946,17248263
1947,17257270
1948,17316808
1949,17322045
1950,17332118
1951,17348834
1952,17360923
1953,17376405
1954,17412167
1955,17428349
1956,17430477
1957,17434153
1958,17447607
1959,17447814
1960,17463151
1961,17548612
1962,17549929
1963,17595415
1964,17603896
1965,17604343
1966,17618230
1967,17629285
1968,17634552
1969,17634780
1970,17653083
1971,17695072
1972,17739944
1973,17792452
1974,17801263
1975,17810107
1976,17811157
1977,17843004
1978,17855099
1979,17863535
1980,17884153
1981,17892855
1982,17893625
1983,17903822
1984,17925505
1985,17951393
1986,17969680
1987,18022586
1988,18059239
1989,18060861
1990,18079150
1991,18095075
1992,18111589
1993,18118250
1994,18151020
1995,18157686
1996,18188714
1997,18214170
1998,18304768
1999,18312221
2000,18337810
2001,18343807
2002,18352475
2003,18378958
2004,18380661
2005,18424459
2006,18434780
2007,18436014
2008,18437329
2009,18472962
2010,18487076
2011,18500802
2012,18539911
2013,18543540
2014,18544601
2015,18559306
2016,18587805
2017,18602106
2018,18621544
2019,18638771
2020,18719616
2021,18793345
2022,18832891
2023,18838562
2024,18852635
2025,18852735
2026,18925198
2027,18935474
2028,18965116
2029,19051197
2030,19058066
2031,19060137
2032,19064535
2033,19066327
2034,19100740
2035,19147703
2036,19157465
2037,19161585
2038,19171978
2039,19187041
2040,19197875
2041,19199173
2042,19210719
2043,19220736
2044,19222351
2045,19245629
2046,19256783
2047,19258535
2048,19279510
2049,19292548
2050,19295362
2051,19331596
2052,19342774
2053,19350722
2054,19387567
2055,19430304
2056,19432622
2057,19447368
2058,19471706
2059,19549900
2060,19562632
2061,19603977
2062,19635609
2063,19645866
2064,19647785
2065,19658232
2066,19658807
2067,19711834
2068,19713723
2069,19762883
2070,19779222
2071,19797598
2072,19827251
2073,19845376
2074,19850258
2075,19855876
2076,19871611
2077,19902989
2078,19903163
2079,19904997
2080,19906964
2081,19927075
2082,19967143
2083,19970268
2084,20088487
2085,20101792
2086,20122993
2087,20127627
2088,20169052
2089,20191776
2090,20208609
2091,20214885
2092,20273262
2093,20287132
2094,20296514
2095,20307888
2096,20309778
2097,20322809
2098,20360438
2099,20385244
2100,20409908
2101,20410772
2102,20416582
2103,20427881
2104,20469564
2105,20500397
2106,20527784
2107,20529672
2108,20582872
2109,20596362
2110,20612678
2111,20613999
2112,20616022
2113,20641987
2114,20704674
2115,20712930
2116,20786154
2117,20789078
2118,20818133
2119,20891728
2120,20926842
2121,22951
2122,33607
2123,34611
2124,34870
2125,37593
2126,48942
2127,62542
2128,68078
2129,78023
2130,89166
2131,108176
2132,115150
2133,131479
2134,149371
2135,156849
2136,156853
2137,162798
2138,168031
2139,170300
2140,171037
2141,173632
2142,184337
2143,185260
2144,186045
2145,188443
2146,188603
2147,188670
2148,194386
2149,204172
2150,213731
2151,252234
2152,263944
2153,266184
2154,275234
2155,281486
2156,286130
2157,290945
2158,297527
2159,326434
2160,326495
2161,328562
2162,332170
2163,334344
2164,341018
2165,342437
2166,343320
2167,359525
2168,361594
2169,386415
2170,395683
2171,402271
2172,405468
2173,411058
2174,412560
2175,412712
2176,436286
2177,438959
2178,461743
2179,467661
2180,473552
2181,473773
2182,482319
2183,493435
2184,494058
